Year,Ticker,Beta_t,Vol_t,EoverP_t,DoverP_t,Beta_t1,RealisedReturn_t1
2007,HPQ,0.9317734965407324,"Ticker
HPQ    0.222318
dtype: float64","Ticker
HPQ    0.174695
Name: 2007-12-31 00:00:00, dtype: float64","Ticker
HPQ    0.009764
Name: 2007-12-31 00:00:00, dtype: float64",0.8326425203932503,"Ticker
HPQ   -0.275776
dtype: float64"
2007,IBM,0.7497494153435297,"Ticker
IBM    0.204633
dtype: float64","Ticker
IBM    0.100826
Name: 2007-12-31 00:00:00, dtype: float64","Ticker
IBM    0.024716
Name: 2007-12-31 00:00:00, dtype: float64",0.7106059840222907,"Ticker
IBM   -0.20783
dtype: float64"
2007,INTC,1.1167886689386322,"Ticker
INTC    0.260453
dtype: float64","Ticker
INTC   -0.275704
Name: 2007-12-31 00:00:00, dtype: float64","Ticker
INTC    0.027817
Name: 2007-12-31 00:00:00, dtype: float64",1.0061058119492812,"Ticker
INTC   -0.435123
dtype: float64"
2007,JNJ,0.3843340680895027,"Ticker
JNJ    0.114007
dtype: float64","Ticker
JNJ    0.226239
Name: 2007-12-31 00:00:00, dtype: float64","Ticker
JNJ    0.040768
Name: 2007-12-31 00:00:00, dtype: float64",0.5754571964556228,"Ticker
JNJ   -0.077172
dtype: float64"
2007,KO,0.5270950080048349,"Ticker
KO    0.137704
dtype: float64","Ticker
KO    0.138301
Name: 2007-12-31 00:00:00, dtype: float64","Ticker
KO    0.037769
Name: 2007-12-31 00:00:00, dtype: float64",0.5993498570390058,"Ticker
KO   -0.24099
dtype: float64"
2007,MCD,0.5570432227912848,"Ticker
MCD    0.184764
dtype: float64","Ticker
MCD    0.311637
Name: 2007-12-31 00:00:00, dtype: float64","Ticker
MCD    0.041258
Name: 2007-12-31 00:00:00, dtype: float64",0.6106446408985531,"Ticker
MCD    0.085859
dtype: float64"
2007,MRK,0.7399723361670442,"Ticker
MRK    0.219193
dtype: float64","Ticker
MRK    0.22763
Name: 2007-12-31 00:00:00, dtype: float64","Ticker
MRK    0.047987
Name: 2007-12-31 00:00:00, dtype: float64",0.8511175249502039,"Ticker
MRK   -0.453325
dtype: float64"
2007,MS,1.7690642227934854,"Ticker
MS    0.366183
dtype: float64","Ticker
MS    0.23599
Name: 2007-12-31 00:00:00, dtype: float64","Ticker
MS    0.424118
Name: 2007-12-31 00:00:00, dtype: float64",2.5505650090731598,"Ticker
MS   -0.688373
dtype: float64"
2007,MSFT,0.9301713131947686,"Ticker
MSFT    0.228977
dtype: float64","Ticker
MSFT    0.505186
Name: 2007-12-31 00:00:00, dtype: float64","Ticker
MSFT    0.016007
Name: 2007-12-31 00:00:00, dtype: float64",0.9336562637628775,"Ticker
MSFT   -0.443856
dtype: float64"
2007,ORCL,1.1700939698941673,"Ticker
ORCL    0.275476
dtype: float64","Ticker
ORCL    0.233886
Name: 2007-12-31 00:00:00, dtype: float64",,0.9406176614565861,"Ticker
ORCL   -0.214792
dtype: float64"
2007,PEP,0.5636575582239621,"Ticker
PEP    0.142884
dtype: float64","Ticker
PEP    0.148539
Name: 2007-12-31 00:00:00, dtype: float64","Ticker
PEP    0.031128
Name: 2007-12-31 00:00:00, dtype: float64",0.5504358172847093,"Ticker
PEP   -0.259606
dtype: float64"
2007,PFE,0.8045789507510208,"Ticker
PFE    0.169147
dtype: float64","Ticker
PFE    0.133251
Name: 2007-12-31 00:00:00, dtype: float64","Ticker
PFE    0.106269
Name: 2007-12-31 00:00:00, dtype: float64",0.7740713290695184,"Ticker
PFE   -0.16958
dtype: float64"
2007,PG,0.506227342563073,"Ticker
PG    0.143164
dtype: float64","Ticker
PG    0.142191
Name: 2007-12-31 00:00:00, dtype: float64","Ticker
PG    0.030695
Name: 2007-12-31 00:00:00, dtype: float64",0.5943075177692373,"Ticker
PG   -0.138099
dtype: float64"
2007,SLB,1.2036061064468584,"Ticker
SLB    0.317671
dtype: float64","Ticker
SLB    0.044049
Name: 2007-12-31 00:00:00, dtype: float64","Ticker
SLB    0.010452
Name: 2007-12-31 00:00:00, dtype: float64",1.1983383254272555,"Ticker
SLB   -0.56497
dtype: float64"
2007,T,0.9248345132592205,"Ticker
T    0.225572
dtype: float64","Ticker
T    0.186311
Name: 2007-12-31 00:00:00, dtype: float64","Ticker
T    0.162308
Name: 2007-12-31 00:00:00, dtype: float64",0.9274743916365791,"Ticker
T   -0.269168
dtype: float64"
2007,UNH,0.5269940452843577,"Ticker
UNH    0.200293
dtype: float64","Ticker
UNH    0.516708
Name: 2007-12-31 00:00:00, dtype: float64","Ticker
UNH    0.000649
Name: 2007-12-31 00:00:00, dtype: float64",1.1231614761421986,"Ticker
UNH   -0.542556
dtype: float64"
2007,WFC,1.2476652176120353,"Ticker
WFC    0.267863
dtype: float64","Ticker
WFC    0.294613
Name: 2007-12-31 00:00:00, dtype: float64","Ticker
WFC    0.062526
Name: 2007-12-31 00:00:00, dtype: float64",1.3517938265477858,"Ticker
WFC    0.017105
dtype: float64"
2007,WMT,0.8357792032173048,"Ticker
WMT    0.199115
dtype: float64","Ticker
WMT    0.213218
Name: 2007-12-31 00:00:00, dtype: float64","Ticker
WMT    0.026728
Name: 2007-12-31 00:00:00, dtype: float64",0.5932170545489711,"Ticker
WMT    0.200047
dtype: float64"
2007,XOM,1.1492728417965066,"Ticker
XOM    0.235828
dtype: float64","Ticker
XOM    0.150548
Name: 2007-12-31 00:00:00, dtype: float64","Ticker
XOM    0.027354
Name: 2007-12-31 00:00:00, dtype: float64",1.0464174265852833,"Ticker
XOM   -0.131076
dtype: float64"
2008,AAPL,0.9228896703113234,"Ticker
AAPL    0.581886
dtype: float64","Ticker
AAPL    2.506701
Name: 2008-12-31 00:00:00, dtype: float64",,0.8990770915632449,"Ticker
AAPL    1.46901
dtype: float64"
2008,AIG,2.200171460275421,"Ticker
AIG    1.540846
dtype: float64","Ticker
AIG    0.204371
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
AIG    0.618099
Name: 2008-12-31 00:00:00, dtype: float64",2.0347492520500943,"Ticker
AIG   -0.045223
dtype: float64"
2008,AMGN,0.6669941847371895,"Ticker
AMGN    0.434412
dtype: float64","Ticker
AMGN    0.274954
Name: 2008-12-31 00:00:00, dtype: float64",,0.5090604595320942,"Ticker
AMGN   -0.020433
dtype: float64"
2008,BAC,1.7758108007316904,"Ticker
BAC    0.999971
dtype: float64","Ticker
BAC    0.30318
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
BAC    0.202724
Name: 2008-12-31 00:00:00, dtype: float64",3.2593031776529577,"Ticker
BAC    0.07481
dtype: float64"
2008,C,1.8967136624625565,"Ticker
C    1.168035
dtype: float64","Ticker
C    0.125858
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
C    0.222687
Name: 2008-12-31 00:00:00, dtype: float64",2.9647922359918235,"Ticker
C   -0.505532
dtype: float64"
2008,COP,1.1897153248786057,"Ticker
COP    0.592743
dtype: float64","Ticker
COP    0.357243
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
COP    0.06489
Name: 2008-12-31 00:00:00, dtype: float64",1.0815475441925793,"Ticker
COP    0.027896
dtype: float64"
2008,CSCO,1.0240639784195624,"Ticker
CSCO    0.487851
dtype: float64","Ticker
CSCO    0.228299
Name: 2008-12-31 00:00:00, dtype: float64",,1.0864508378207738,"Ticker
CSCO    0.468712
dtype: float64"
2008,CVX,1.1415360673895087,"Ticker
CVX    0.554065
dtype: float64","Ticker
CVX    0.227905
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
CVX    0.065897
Name: 2008-12-31 00:00:00, dtype: float64",0.9338257483228247,"Ticker
CVX    0.08061
dtype: float64"
2008,GE,0.9740395263556018,"Ticker
GE    0.554705
dtype: float64","Ticker
GE    0.118078
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
GE    0.110677
Name: 2008-12-31 00:00:00, dtype: float64",1.4861372992475497,"Ticker
GE   -0.018619
dtype: float64"
2008,GOOG,0.8853729405988165,"Ticker
GOOG    0.551982
dtype: float64","Ticker
GOOG    1.173554
Name: 2008-12-31 00:00:00, dtype: float64",,0.8745841469590891,"Ticker
GOOG    1.015212
dtype: float64"
2008,HD,0.9759247550966301,"Ticker
HD    0.525716
dtype: float64","Ticker
HD    0.956135
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
HD    0.05842
Name: 2008-12-31 00:00:00, dtype: float64",1.007181100883565,"Ticker
HD    0.305615
dtype: float64"
2008,HPQ,0.8326429362469961,"Ticker
HPQ    0.462933
dtype: float64","Ticker
HPQ    0.241216
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
HPQ    0.013482
Name: 2008-12-31 00:00:00, dtype: float64",0.932050494914006,"Ticker
HPQ    0.431446
dtype: float64"
2008,IBM,0.7106067729719567,"Ticker
IBM    0.359095
dtype: float64","Ticker
IBM    0.127278
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
IBM    0.03952
Name: 2008-12-31 00:00:00, dtype: float64",0.7126163489650781,"Ticker
IBM    0.586421
dtype: float64"
2008,INTC,1.006106907771781,"Ticker
INTC    0.526991
dtype: float64","Ticker
INTC   -0.488079
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
INTC    0.059703
Name: 2008-12-31 00:00:00, dtype: float64",1.0627275810078338,"Ticker
INTC    0.43903
dtype: float64"
2008,JNJ,0.57545613187678,"Ticker
JNJ    0.296926
dtype: float64","Ticker
JNJ    0.245158
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
JNJ    0.04895
Name: 2008-12-31 00:00:00, dtype: float64",0.3982743504224058,"Ticker
JNJ    0.112691
dtype: float64"
2008,JPM,1.406625223537461,"Ticker
JPM    0.842705
dtype: float64","Ticker
JPM    0.977959
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
JPM    0.072939
Name: 2008-12-31 00:00:00, dtype: float64",2.469607706816132,"Ticker
JPM    0.343693
dtype: float64"
2008,KO,0.599350523716566,"Ticker
KO    0.355348
dtype: float64","Ticker
KO    0.182212
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
KO    0.055615
Name: 2008-12-31 00:00:00, dtype: float64",0.45934045231706766,"Ticker
KO    0.302983
dtype: float64"
2008,MCD,0.6106442498927749,"Ticker
MCD    0.340871
dtype: float64","Ticker
MCD    0.286996
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
MCD    0.041162
Name: 2008-12-31 00:00:00, dtype: float64",0.49845194958895406,"Ticker
MCD    0.039618
dtype: float64"
2008,MRK,0.8511170067198346,"Ticker
MRK    0.496558
dtype: float64","Ticker
MRK    0.416389
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
MRK    0.087779
Name: 2008-12-31 00:00:00, dtype: float64",0.639166625119745,"Ticker
MRK    0.267006
dtype: float64"
2008,MSFT,0.9336556242275061,"Ticker
MSFT    0.484949
dtype: float64","Ticker
MSFT    0.908373
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
MSFT    0.032291
Name: 2008-12-31 00:00:00, dtype: float64",0.8999436555392162,"Ticker
MSFT    0.604673
dtype: float64"
2008,ORCL,0.9406169757271777,"Ticker
ORCL    0.485166
dtype: float64","Ticker
ORCL    0.297865
Name: 2008-12-31 00:00:00, dtype: float64",,0.8531844169882505,"Ticker
ORCL    0.393871
dtype: float64"
2008,PEP,0.5504360535352012,"Ticker
PEP    0.316912
dtype: float64","Ticker
PEP    0.200622
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
PEP    0.04868
Name: 2008-12-31 00:00:00, dtype: float64",0.4568908369581169,"Ticker
PEP    0.146275
dtype: float64"
2008,PFE,0.7740715435332391,"Ticker
PFE    0.376095
dtype: float64","Ticker
PFE    0.160462
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
PFE    0.141209
Name: 2008-12-31 00:00:00, dtype: float64",0.634116037492586,"Ticker
PFE    0.082001
dtype: float64"
2008,PG,0.594306302599385,"Ticker
PG    0.306286
dtype: float64","Ticker
PG    0.164973
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
PG    0.040589
Name: 2008-12-31 00:00:00, dtype: float64",0.5973720561316352,"Ticker
PG    0.011783
dtype: float64"
2008,SLB,1.1983377902451187,"Ticker
SLB    0.660996
dtype: float64","Ticker
SLB    0.101255
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
SLB    0.028832
Name: 2008-12-31 00:00:00, dtype: float64",1.4989322512112964,"Ticker
SLB    0.562
dtype: float64"
2008,T,0.9274760610580939,"Ticker
T    0.45378
dtype: float64","Ticker
T    0.25493
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
T    0.250238
Name: 2008-12-31 00:00:00, dtype: float64",0.6833175665126198,"Ticker
T    0.068362
dtype: float64"
2008,UNH,1.1231619373183719,"Ticker
UNH    0.717206
dtype: float64","Ticker
UNH    1.129556
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
UNH    0.001419
Name: 2008-12-31 00:00:00, dtype: float64",0.8753098074698423,"Ticker
UNH    0.147541
dtype: float64"
2008,WFC,1.3517944693784467,"Ticker
WFC    0.829577
dtype: float64","Ticker
WFC    0.289659
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
WFC    0.067726
Name: 2008-12-31 00:00:00, dtype: float64",3.004897069497111,"Ticker
WFC   -0.061889
dtype: float64"
2008,WMT,0.5932163064735761,"Ticker
WMT    0.335129
dtype: float64","Ticker
WMT    0.177675
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
WMT    0.024095
Name: 2008-12-31 00:00:00, dtype: float64",0.31548230984762227,"Ticker
WMT   -0.025833
dtype: float64"
2008,XOM,1.0464183267569673,"Ticker
XOM    0.515438
dtype: float64","Ticker
XOM    0.173258
Name: 2008-12-31 00:00:00, dtype: float64","Ticker
XOM    0.035617
Name: 2008-12-31 00:00:00, dtype: float64",0.7750855402771394,"Ticker
XOM   -0.12605
dtype: float64"
2009,AAPL,0.8990768851244975,"Ticker
AAPL    0.333927
dtype: float64","Ticker
AAPL    1.015266
Name: 2009-12-31 00:00:00, dtype: float64",,1.0607079894949596,"Ticker
AAPL    0.53068
dtype: float64"
2009,AMZN,0.8705245503824538,"Ticker
AMZN    0.521716
dtype: float64","Ticker
AMZN    0.911389
Name: 2009-12-31 00:00:00, dtype: float64",,1.1112713709135298,"Ticker
AMZN    0.338091
dtype: float64"
2009,BAC,3.2593031490903175,"Ticker
BAC    1.235496
dtype: float64","Ticker
BAC    0.282078
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
BAC    0.003368
Name: 2009-12-31 00:00:00, dtype: float64",1.5750268022530287,"Ticker
BAC   -0.111573
dtype: float64"
2009,BRK-A,0.8228174652502757,"Ticker
BRK-A    0.328402
dtype: float64","Ticker
BRK-A    0.567286
Name: 2009-12-31 00:00:00, dtype: float64",,0.8289651500150458,"Ticker
BRK-A    0.214214
dtype: float64"
2009,BRK-B,0.9261040696158525,"Ticker
BRK-B    0.362006
dtype: float64","Ticker
BRK-B    0.57045
Name: 2009-12-31 00:00:00, dtype: float64",,0.8544065649141245,"Ticker
BRK-B    0.218959
dtype: float64"
2009,COP,1.0815453630769996,"Ticker
COP    0.359638
dtype: float64","Ticker
COP    0.347548
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
COP    0.064137
Name: 2009-12-31 00:00:00, dtype: float64",1.1616701437108186,"Ticker
COP    0.387336
dtype: float64"
2009,CSCO,1.0864502765838358,"Ticker
CSCO    0.347311
dtype: float64","Ticker
CSCO    0.155442
Name: 2009-12-31 00:00:00, dtype: float64",,1.084865318061246,"Ticker
CSCO   -0.154971
dtype: float64"
2009,CVX,0.9338276088903191,"Ticker
CVX    0.287011
dtype: float64","Ticker
CVX    0.210904
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
CVX    0.064115
Name: 2009-12-31 00:00:00, dtype: float64",0.9926903295130591,"Ticker
CVX    0.229461
dtype: float64"
2009,DIS,1.192732726101906,"Ticker
DIS    0.398222
dtype: float64","Ticker
DIS    0.176229
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
DIS    0.012614
Name: 2009-12-31 00:00:00, dtype: float64",1.0183855049781982,"Ticker
DIS    0.175823
dtype: float64"
2009,GE,1.4861369865239276,"Ticker
GE    0.563047
dtype: float64","Ticker
GE    0.120318
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
GE    0.055479
Name: 2009-12-31 00:00:00, dtype: float64",1.255636050379617,"Ticker
GE    0.242903
dtype: float64"
2009,GOOG,0.8745839640082407,"Ticker
GOOG    0.29926
dtype: float64","Ticker
GOOG    0.582348
Name: 2009-12-31 00:00:00, dtype: float64",,1.0068802940653583,"Ticker
GOOG   -0.041953
dtype: float64"
2009,HD,1.00718157719573,"Ticker
HD    0.355947
dtype: float64","Ticker
HD    0.732325
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
HD    0.044745
Name: 2009-12-31 00:00:00, dtype: float64",0.921350879957088,"Ticker
HD    0.249538
dtype: float64"
2009,IBM,0.7126174182948419,"Ticker
IBM    0.276369
dtype: float64","Ticker
IBM    0.08023
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
IBM    0.02819
Name: 2009-12-31 00:00:00, dtype: float64",0.7768051353583876,"Ticker
IBM    0.142612
dtype: float64"
2009,INTC,1.0627275810788746,"Ticker
INTC    0.367428
dtype: float64","Ticker
INTC   -0.339172
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
INTC    0.042397
Name: 2009-12-31 00:00:00, dtype: float64",1.086583305104911,"Ticker
INTC    0.062696
dtype: float64"
2009,JNJ,0.3982727404349731,"Ticker
JNJ    0.176213
dtype: float64","Ticker
JNJ    0.220329
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
JNJ    0.047301
Name: 2009-12-31 00:00:00, dtype: float64",0.4928835987559005,"Ticker
JNJ   -0.005869
dtype: float64"
2009,JPM,2.469608783681935,"Ticker
JPM    0.812478
dtype: float64","Ticker
JPM    0.727814
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
JPM    0.018927
Name: 2009-12-31 00:00:00, dtype: float64",1.3444740427029886,"Ticker
JPM    0.023075
dtype: float64"
2009,KO,0.4593384244108785,"Ticker
KO    0.225313
dtype: float64","Ticker
KO    0.139842
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
KO    0.046052
Name: 2009-12-31 00:00:00, dtype: float64",0.557463103936981,"Ticker
KO    0.190201
dtype: float64"
2009,MCD,0.49845264253974036,"Ticker
MCD    0.223159
dtype: float64","Ticker
MCD    0.276059
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
MCD    0.049949
Name: 2009-12-31 00:00:00, dtype: float64",0.5676143316975177,"Ticker
MCD    0.269428
dtype: float64"
2009,MRK,0.639168445727303,"Ticker
MRK    0.356357
dtype: float64","Ticker
MRK    0.32864
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
MRK    0.069281
Name: 2009-12-31 00:00:00, dtype: float64",0.7535411267299316,"Ticker
MRK    0.029119
dtype: float64"
2009,MSFT,0.8999437117000929,"Ticker
MSFT    0.369184
dtype: float64","Ticker
MSFT    0.56608
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
MSFT    0.022748
Name: 2009-12-31 00:00:00, dtype: float64",0.8915826329235631,"Ticker
MSFT   -0.065246
dtype: float64"
2009,ORCL,0.8531856415310961,"Ticker
ORCL    0.327353
dtype: float64","Ticker
ORCL    0.213696
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
ORCL    0.007542
Name: 2009-12-31 00:00:00, dtype: float64",0.9172954645185268,"Ticker
ORCL    0.286125
dtype: float64"
2009,PEP,0.4568888849160529,"Ticker
PEP    0.229133
dtype: float64","Ticker
PEP    0.175021
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
PEP    0.045686
Name: 2009-12-31 00:00:00, dtype: float64",0.522940564100881,"Ticker
PEP    0.106917
dtype: float64"
2009,PFE,0.6341144528409739,"Ticker
PFE    0.317193
dtype: float64","Ticker
PFE    0.148301
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
PFE    0.081567
Name: 2009-12-31 00:00:00, dtype: float64",0.7730836923505872,"Ticker
PFE    0.003151
dtype: float64"
2009,PG,0.5973694149625498,"Ticker
PG    0.243011
dtype: float64","Ticker
PG    0.163052
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
PG    0.044516
Name: 2009-12-31 00:00:00, dtype: float64",0.4720853379851504,"Ticker
PG    0.09364
dtype: float64"
2009,QCOM,0.8690970754640055,"Ticker
QCOM    0.313836
dtype: float64","Ticker
QCOM    0.311761
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
QCOM    0.021314
Name: 2009-12-31 00:00:00, dtype: float64",0.8422340554590727,"Ticker
QCOM    0.090069
dtype: float64"
2009,SLB,1.498934370493976,"Ticker
SLB    0.492854
dtype: float64","Ticker
SLB    0.064824
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
SLB    0.018458
Name: 2009-12-31 00:00:00, dtype: float64",1.4567947244784767,"Ticker
SLB    0.300007
dtype: float64"
2009,T,0.6833175169562887,"Ticker
T    0.260238
dtype: float64","Ticker
T    0.238618
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
T    0.240081
Name: 2009-12-31 00:00:00, dtype: float64",0.5928251956579483,"Ticker
T    0.139185
dtype: float64"
2009,UNH,0.8753093040941836,"Ticker
UNH    0.502166
dtype: float64","Ticker
UNH    0.984328
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
UNH    0.001237
Name: 2009-12-31 00:00:00, dtype: float64",0.7635539781146418,"Ticker
UNH    0.199108
dtype: float64"
2009,WFC,3.004896113735091,"Ticker
WFC    1.060294
dtype: float64","Ticker
WFC    0.308768
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
WFC    0.027212
Name: 2009-12-31 00:00:00, dtype: float64",1.4818591791340898,"Ticker
WFC    0.156226
dtype: float64"
2009,WMT,0.3154816425936389,"Ticker
WMT    0.221819
dtype: float64","Ticker
WMT    0.182387
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
WMT    0.028371
Name: 2009-12-31 00:00:00, dtype: float64",0.38509879510314093,"Ticker
WMT    0.032195
dtype: float64"
2009,XOM,0.7750851234441656,"Ticker
XOM    0.259225
dtype: float64","Ticker
XOM    0.198247
Name: 2009-12-31 00:00:00, dtype: float64","Ticker
XOM    0.043646
Name: 2009-12-31 00:00:00, dtype: float64",0.840849704904024,"Ticker
XOM    0.101289
dtype: float64"
2010,AAPL,1.060708385415894,"Ticker
AAPL    0.267231
dtype: float64","Ticker
AAPL    0.663277
Name: 2010-12-31 00:00:00, dtype: float64",,0.7697333234367911,"Ticker
AAPL    0.25558
dtype: float64"
2010,AMZN,1.1112713709135298,"Ticker
AMZN    0.326531
dtype: float64","Ticker
AMZN    0.681111
Name: 2010-12-31 00:00:00, dtype: float64",,0.9724535552157271,"Ticker
AMZN   -0.038333
dtype: float64"
2010,BAC,1.575026357306125,"Ticker
BAC    0.365157
dtype: float64","Ticker
BAC    0.317503
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
BAC    0.003791
Name: 2010-12-31 00:00:00, dtype: float64",1.9312626698423205,"Ticker
BAC   -0.581215
dtype: float64"
2010,BRK-A,0.8289651500150458,"Ticker
BRK-A    0.228425
dtype: float64","Ticker
BRK-A    0.467205
Name: 2010-12-31 00:00:00, dtype: float64",,1.0071166200613415,"Ticker
BRK-A   -0.047281
dtype: float64"
2010,BRK-B,0.8544065649141245,"Ticker
BRK-B    0.230476
dtype: float64","Ticker
BRK-B    0.467982
Name: 2010-12-31 00:00:00, dtype: float64",,1.1063513468985706,"Ticker
BRK-B   -0.04756
dtype: float64"
2010,COP,1.1616706297518617,"Ticker
COP    0.239279
dtype: float64","Ticker
COP    0.250515
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
COP    0.052039
Name: 2010-12-31 00:00:00, dtype: float64",0.9762883101093881,"Ticker
COP    0.10988
dtype: float64"
2010,CSCO,1.0848694412162037,"Ticker
CSCO    0.307874
dtype: float64","Ticker
CSCO    0.183948
Name: 2010-12-31 00:00:00, dtype: float64",,1.0595135154347468,"Ticker
CSCO   -0.096172
dtype: float64"
2010,CVX,0.9926889392464999,"Ticker
CVX    0.20651
dtype: float64","Ticker
CVX    0.171542
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
CVX    0.055678
Name: 2010-12-31 00:00:00, dtype: float64",1.0412508858249403,"Ticker
CVX    0.2028
dtype: float64"
2010,DIS,1.01838199661893,"Ticker
DIS    0.233481
dtype: float64","Ticker
DIS    0.149878
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
DIS    0.01226
Name: 2010-12-31 00:00:00, dtype: float64",1.1281229112808624,"Ticker
DIS    0.016522
dtype: float64"
2010,GE,1.2556379672547093,"Ticker
GE    0.273139
dtype: float64","Ticker
GE    0.096804
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
GE    0.03366
Name: 2010-12-31 00:00:00, dtype: float64",1.1459083924017455,"Ticker
GE    0.013382
dtype: float64"
2010,GOOG,1.0068801626645338,"Ticker
GOOG    0.278521
dtype: float64","Ticker
GOOG    0.607849
Name: 2010-12-31 00:00:00, dtype: float64",,0.8802950832142781,"Ticker
GOOG    0.087429
dtype: float64"
2010,HD,0.9213522210885258,"Ticker
HD    0.232368
dtype: float64","Ticker
HD    0.586076
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
HD    0.03756
Name: 2010-12-31 00:00:00, dtype: float64",0.8657739712011763,"Ticker
HD    0.234962
dtype: float64"
2010,IBM,0.7768095355096439,"Ticker
IBM    0.177387
dtype: float64","Ticker
IBM    0.070216
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
IBM    0.028687
Name: 2010-12-31 00:00:00, dtype: float64",0.7617189271117429,"Ticker
IBM    0.27412
dtype: float64"
2010,INTC,1.0865801502768584,"Ticker
INTC    0.251789
dtype: float64","Ticker
INTC   -0.319162
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
INTC    0.045025
Name: 2010-12-31 00:00:00, dtype: float64",0.8650486625617393,"Ticker
INTC    0.193964
dtype: float64"
2010,JNJ,0.4928857057423998,"Ticker
JNJ    0.12804
dtype: float64","Ticker
JNJ    0.22163
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
JNJ    0.052018
Name: 2010-12-31 00:00:00, dtype: float64",0.5909916661874564,"Ticker
JNJ    0.098894
dtype: float64"
2010,JPM,1.3444749506622078,"Ticker
JPM    0.305903
dtype: float64","Ticker
JPM    0.711399
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
JPM    0.006981
Name: 2010-12-31 00:00:00, dtype: float64",1.4986738496626273,"Ticker
JPM   -0.19918
dtype: float64"
2010,KO,0.5574641822893148,"Ticker
KO    0.155327
dtype: float64","Ticker
KO    0.117494
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
KO    0.041524
Name: 2010-12-31 00:00:00, dtype: float64",0.5878557867187629,"Ticker
KO    0.094587
dtype: float64"
2010,MCD,0.567611477077501,"Ticker
MCD    0.151997
dtype: float64","Ticker
MCD    0.217467
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
MCD    0.043378
Name: 2010-12-31 00:00:00, dtype: float64",0.5054024873568623,"Ticker
MCD    0.346607
dtype: float64"
2010,MRK,0.7535417718753521,"Ticker
MRK    0.205534
dtype: float64","Ticker
MRK    0.319341
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
MRK    0.067321
Name: 2010-12-31 00:00:00, dtype: float64",0.751295170917729,"Ticker
MRK    0.095601
dtype: float64"
